,cafe,message
63,공백,"음료 시키는 공간을 처음에 못찾았다가 나중에 알게되어 음료는 못먹어봤어요~ 사진 찍고 오기엔 근처면 들렸다 가는건 괜찮을듯 하네요안 터짐..I don't understand why many customers put 1 star reviews over here, since the place is good enough for resting and enjoining the beautiful scene under the cafe, also, in another studio as well.

Before I came here, I was scare a lot because of the reviews that make it seems like nothing worth to come. I felt so sad because I really love it here.

The dessert is yummy and inexpensive at all. (I ordered an Apple Pie with Vanilla Latte and I love both.) Also, Yoongi's brother is really polite. I had a little time talking with him eventhough I don't know much about Korean. The thing that keep bothering me is that there's no wi-fi here.   

I hope you guys will come here just once no metter you are a BTS fan or not. Enjoin~   직원들이 불친절하다는 평이 많은데 제가 갔을땐(19.11.03)재교육을 시키신건지 그냥 무난무난하셨어요 뷰도 좋고 커피나 빵도 맛있고 전시공간 있는 것도 다 너무 좋았는데 공간에 비해 주차장이 작은거..테이블이나 의지 없이 불편하기 먹어야하는거 때문에 별 네개입니당 ㅎㅎ별로에요주차장이 좁고 10월 평일 오후인데 거의 만차였어요...
아랫층 차를 마시는 자리가 대기실 느낌? 등받이도 보조 테이블도 없어 편하게 차 마시고 빵 먹을 수 있을 곳은 아니고요... 직원이 정리할 의자 탁자 없는 low maintenance 공간인듯.
거기서 해안으로 출구가 전시장으로 연결되어 좋았어요. 전시장 음향 마음에 들었어요. 카운터에서 계산하는 탈색한 단발머리 여직원 인성 교육 좀 받으셔야 할듯합니다. 상대방의 대한 기본적인 예의를 전혀 갖추고 있지 않네요. 공간 구경하려고 온 것도 아니고 근처에 온 김에 커피 테이크 아웃하고 가려고 왔다가 기분 다 망치고 갑니다. 별 하나도 아깝습니다. 다신 올 일 없을 듯하네요. 길게 보시고 직원 교육부터 제대로 하시길 바랍니다. 이 직원 때문에 처음으로 리뷰까지 남기네요전시공간과 음악은 어디와 비교해도 최고. 빵도 담백하고 괜찮은 편. 다만 직원들이 불친절하고 청소도 잘 안 하는 느낌. 특히 카운터에 계산하는 여직원 표정과 말투에 짜증이 가득함.밖에 바다와 등대는 너무 좋았으나
좌석불편 화장실...
불친절
차라리 전시료 내고 구경하는게 나을듯손님에 대한 예의가 없음속상하네요...
BTS 팬으로 걘적으로 
제대로 착한 가격과 서비스로
후기가 좋은 까페이길 기대했는데..
댓글들 꼼꼼히 검토하고
적극 반영하셔서 
담에 올 땐 
여러모로 만족감을 높여주는
그리고 BTS의 이미지에 
누가되지  않을 수 있는
까페로 거듭나길 바래요~^^입구로 들어오니 2층이고 주문하는 곳입니다. 1층으로 내려가면 의자가 길게 있는데 화장실냄새가 너무 많이나요;; 화장실로 가봤더니 천장이 매장이랑 오픈되어있더라구요 거의 화장실에 앉아서 먹는 수준.... 넘 더러워서 바로 나와서  대충 구경하고 나왔어요 만약 변기뚜껑 안닫고 물내리는 분 계시면 박테리아 공중에 날아다닐것같은 느낌임별 한개도 아까운 집.
제주도 욕 먹게 하는 집.커피 빵 다 필요없고 전시공간을 본듯한 느낌비싸고 앉을 곳도 주차할곳도 없는 이상한 카페
갤러리 공간도 볼거리가 없음
사진찍을 포인트도 별로없네커피가격 비싸고
빵가격 비싸고
커피랑 빵은 파는데... 앉아서 먹을 공간도 없네요...이런 가격에 커피와 빵을 파니 제주도 가면 바가지 쓴다고 욕만 먹지요
정작 이걸 운영하는 사람은 타지 사람인데 욕은 도민이 먹는 아이러니...
크로아상이 6~7천원인건 진짜 너무 하지 않나요?
게다가 요즘 환경때문에 일회용컵 규제하고 있는데 여기는 컵 빨대 모두 일회용만 쓰고요
커피6천원 밀크티8천원 단팥빵이 제일 싼 3천원입니다ㅎㅎㅎ
관광지라는 이유만으로 이 가격은 너무 터무니 없고 퀄리티가 그정도 된다고 생각되지도 않습니다 
그리고 이 넓은 땅에 별도의 주차장도 찾아볼수 없어 좁은 길가에 차량이 양쪽으로 세워져 있어 자전거도로인지 인도인지 다 막아버려 통행이 어렵네요
"
64,공차 서귀포올레시장점,"밀크티 아이스 적게 했는데 점보 사이즈 양 5/3밖에 안되서
왠 채우지 물어 봤더니 그것이 룰이라고 하는데 너무 웃기네요. 다른 쉐이크 제품들은 넘쳐서 뚜껑 닫기가 힘들어 보이더만.. 이렇게 어이 없는 공차 제주점은 가고 싶지 않네요. "
65,공차 제주베라체점,"오늘 오전에 다녀왔는데 직원분도 친절하고 한산해서 좋았어요 :)제주시청점은 블랙밀크티+펄 skt멤버십 할인 안 해줘서 황당했는데 여기는 다른 지점들처럼 할인 해줘요! 펄도 많이 주고, 한적해서 좋음 ㅎㅎ"
66,공차 제주삼화점,인한씨 정~말 친절해요^^음료도 맛있고 제주도 갈때마다 들려야겠어요~
67,공차 제주시청점,솔직히 공차 자체가 맛없는 브랜드이고 시청 쪽 버블티 하는 카페가 여기밖에 없어서 장사는 잘 되는데 가게 인테리어도 후지고 알바도 느리게 음료 제조하고 펄도 적게 줌사람들 일하기싫나봐요처음 생겼을 때 도에 소문난 바로 그 집
68,공차 제주연동신시가지점,"흠 자주 가는 곳이긴 한데 손님없이 한적한 시간에도 무인판매기 이용하라고 하는건 좀 별로예요
저번 공차 멤버십데이에 줄 많이 섰길래 무인판매기로 블랙밀크티 시킨 적이 있었는데 일반판매대에서 시킨사람보다 훨씬 늦게 나오더라고요,,밀크티향나는 따듯한 맹물을 주셨네요. 

데자와 보다 못한 얼그레이 밀크티 별한개도 아깝다 !원래 공차 매장이 이런건지는 모르겠는데
테이크아웃으로 밖에 비와서 잠시 앉아있는데 앉자마자 매장에서 테이크 아웃한사람은 앉아계시면 안돼요. 이러고 내쫒내요... 상당히 당황스럽네요....
뭐 매장 기준이 그렇다면 어쩔수없지만... 테이크아웃하긴 했지만 여기서 주문한 고객이기도하고 그렇다고 안에 자리가 없는거도 아니고 자리도 그렇게 많은대 사람을 내쫒네요
애휴... 비바람 몰아치는대 잘 나갑니다 고맙습니다 아주"
69,공차 제주한라대점,"음료 두개 주문하고 계산하려는데 몇번 카드 긁어보더니 아무 설명도 없이 좀 기다리면 결제 해준다고 하더라구요
알고보니 카드기 문제로 계속 수리중이었는데 안내도 없이 그냥 주문 받은거였어요
음료 사려고 일부러 버스 하나 보냈고 만들어지는동안 기다리기까지 했는데 싸가지없는 말투로 갑자기 현금은 없냐고 물어보길래 없다고 했어요
또 별 안내 없었구요
한참 있다가 다시 그냥 주문 취소해줄테니까 가라고 하길래 음료 사려고 여기까지 왔는데 뭐지 싶었어요
그때도 말투는 여전히 싸가지 직원 전체가 별다른 안내도 안함..
결국 카드기 수리하시던 기사님이 본인 계좌로 돈 보내주면 대신 계산해준다고 하시고 그렇게 결제하고 나왔는데 
마지막까지 빨대 꽂아요? 라고 정색하고 물어보길래 기분만 상하고 나와요 음료도 드럽게 맛없어요 스무디 다 녹고 밀크티 미지근하고 얼음 녹아서 물섞인맛나고 펄은 컵 벽에 눌러붙은거처럼 흐물흐물 
제가 이 리뷰 올리면 그 알바생들은 손님 줄어든다고 좋아할놈들이에요 
갈때마다 직원들 불친절한거때문에 약간 망설이게 됐는데 오늘은 정말 후회되네요  저렇게 본인 기분 다 티내도 돈 받는 사람이 있다는게 웃기고요
"
70,과수원피스,"감귤체험 처음해봤는데, 너무 즐거운 경험이었어요! 비가 살짝 내리다가 해가 쨍쨍 내리쬐서 사진도 정말 많이 찍구ㅎㅎ 따는 감귤마다 다 맛있었습니다. 많이 땄다고 생각했는데도 9kg이더라구요. 센스있게 1kg채워서 보내주신다해서 감사했습니다^^ 감귤따고서 마시는 음료도 꿀맛이었어요. 체험하시고픈 분들께 정말 추천합니다 :)"
71,과일아삭 노형점,"과일아삭 눈꽃빙수~과일도 싱싱하고 우유얼음 달콤~과일빙수추워지기 전에 빨리 가봐야켜과일빙수과일빙수♡ 여러가지 과일이 가득가득:)과일아삭최고입니다과일의모든것 과일아삭과일팥빙수랑 생과일쥬스 최고입니다
그리고 과일판매까지하는데~싸고 품질역시최고~^^과일빙수가 진짜 맛있음~~!! 시내권이라...친구들이랑 여기서 자주 모여 수다떨고 갑니당 여름엔 빙수먹으러 더 자주가게 될 듯!!!!^^여기 망고빙수랑 체리빙수 정말 최고예요!!!여기 과일빙수도 짱~!!!ㅎㅎ 한라봉최고네요~"
72,곽지bar다,"가게이름부터 반말에 출입문에 주인조심이라고 써있는데 친절을 바라는게 이상 ㅎㅎ맛, 분위기는 훌륭합니다
사장님 직원분 본래 성향이 그러신것 같긴한데 조~금만 더 친절하시면 너무너무 좋겠어요 사장님이 꼭 보셨으면 하는바램입니다~별 한개도 주기 아까운 곳이에요.
말그대로 사장과 알바가 손님 눈치주는 식당이네요.
두명이서 이것저것 먹어보고싶어서 다양하게 시켰더니 
대놓고 뒤에사람 밥 못먹겠네라고 말하는데 
그럴거면 직원을 더 쓰던가 메뉴를 줄이세요. 
손님 앞에서 그런말하는 식당 처음 봤습니다. 
싸우자는 줄 알았네요;; 결국엔 메뉴 줄였습니다. 

문어샐러드는 문어의 비린맛이 너무심해서 빵만먹었고 
쌀국수는 솔직히 맛있었지만 너무 불친절하고 식당의 청결상태도 좋지않아 다시는 가고싶지않은 곳입니다. 사장의 눈치보면서 밥을 먹어야되는 집 입니다.
손님으로 왕대접을 바라는게 아닙니다. 하지만 불편한 마음으로 음식을 먹고싶지는 않네요.
이번 제주 여행에서 오점으로 남았습니다.
쌀국수 음식 자체는 괜찮았습니다만 지인들에게는 추천하고 싶지않네요.아래의 평에 매우 공감합니다
불친절하다는 평을 보았으나, 숙소와 가까워 방문하게 되었는데요
친절하지 않은게 아니라 거의 시비를 거는게 아닌가 싶을 정도였습니다
제주도에서 일주일 넘게 지내면서 이런곳은 처음이었습니다.
식당에 친절함을 바라고 가는것이 아니라 맛있는 식사를 하러 간것이지만,
이런 불쾌한 태도로 사람을 대하시는 사장님이 계신곳이라면 재방문의사 제로입니다,다신 오지않을 식당

그렇기에 더욱 보고가시면 좋을 후기입니다.

바뀌었나봐요 좀

백종원 골목식당에서 나온 솔루션 거절된 피자집을 아시나요 마치 그곳에 시식하러갔던 시식위원단들이 어떤기분을 느꼈을지
정말 잘 알게해주는 시간이였네요

문어샐러드랑 쌀국수를 시켰는데
문어샐러드는 나왔고 거기까지는 좋았습니다 그런데 저희보다 늦게 온 팀들은 쌀국수는 서빙되어지는게 보여서
우리테이블 쌀국수는 언제나오는가에 대해 여쭤보니
주문실수를 한거였으면 그래도 이해하겠는데
그것도 아니고 니네가 뭘알아 이런식으로 문어샐러드 다먹으면 쌀국수 주겠다 그러길래 같이먹고싶다니까
그래 니가 뭘알겟니 이런식으로
 맛이섞여서 안되는거니까 그거나 먹으라고 얘기하는데
어찌나 기분나쁘게 얘기하시는지..

뭐가 그렇게 만만해보이셨는지..

만약 그게 정말 방침이면 그렇게 예의없이 대해도 되는겁니까

서비스마인드를 바라고 그저 나는 손님이니 당신들의 예의바름을 보고싶다는게 아니였습니다.
정중하게 물었고 그정도의 예의만을 바랬을뿐
그렇게 그게 기분이 나빴고 
그게 그렇게 한심해보이고 어이가없으셨나요

이렇게 글 남겨도 
죄송합니다 댓글 하나로 뭐 교육 잘시키겠습니다
정도겠지요
그런데 거기 교육시켜야할건 알바가 아닌 것 같은데요

아.. 돈아깝고 시간아깝고 기분나쁘고 재수없고 싸가지없는 식당 몇년간 제주도 여행다니면서 처음이다..
팟타이 먹었는데 개인적으로 제 입엔 좀 짜고, 면이 너무 익어서 씹을 필요가 없었어요 제가 워낙 싱겁게 먹어서 그럴 것 같은데 보통 입맛인 분들에겐 딱 맞겠다 싶고 새우는 아주 실하게 들어 있습니다. 가격이 12천원으로 조금 센 편이고 무엇보다...사장님께서 그닥 친절하진 않으시더군요. 혼자 가서 먹었는데 다른 손님들 없었으면 체했을듯요ㅎ 그래서 두번은 안갈 것 같습니다.^^;;
참고로 2시30분~5시30분 브레이크타임 있습니다.제주갈때마다 가는 맛집!!!!!볶음 쌀구수는 면이 한 덩이로 나와요; ;ㅋㅋ어떻게 먹으라고 떡덩이같이 볶아서 내십니까?
볶음쌀구수보단 태국식 쌀국수가 낫긴한데 끈끈하고 비워생적인 주방내부로 재방문의사 없어요.시원한 하이넥캔과 먹으면 하루일과 다 한 느낌👍🏻 메뉴 거의 다 먹어봤는데 진짜 다 맛있어욬ㅋㅋㅋㅋㅋㅋ 제주도 가면 짐풀고 바로 찾는 집😚여기 쌀국수는 전날 술을 마시고 먹어도 해장되지만 안마셔도 해장되는 느낌~~ 크~~특색없는 메뉴구성. 대부분 맛없음.나쁘진 않은데 한번 막어보고 추천하기도 그렇고..."
73,곽지스테이션,"Bad music. Bad drinks. Good location doesn&rsquo;t matter when the space has such a poor taste and quality. 곽지해수욕장중 위치쵝오~~~~^^빈백에 누워 맥주 한잔마시면 잠이 솔솔. 분위기도 좋아요분위기좋고 서비스도 좋고 애들은 뛰놀고 피짜도 맛나고.
쥐기네. "
74,관심사,이뻐요. 생각보다 밝고 넓은 느낌. 제주느낌소품샵이라기보단 그냥 소품샵인데 종류도많고 저는 좋았습니다.하얀 고양이도 있어요!!애교많아요. 다음번엔 카페로도 이용해보고시퍼요.
75,교래뜰펜션앤카페,삼나무 숲과 야생화가 어우러진 내집 같이 편안한 펜션과 카페. 제주 토박이 부부가 운영하는 정갈하고 정이 넘치는 집. 꼬~옥 들러보셔요^^
76,교래카페,우연히 들렀는데 아담한 카페에서 식사도 가능하더라구요.돈까스랑 해물라면 주문해서 맛있게 먹었어요. 가격은 저렴하진 않지만 양이 푸짐해서 괜찮았어요.
77,구름언덕,"메니저님 친절하시고 예뻐요!
고양이는 시크합니다
라떼 맛있어요
솜사탕맛집사장님 친절하시고 까페 분위기독특해요 고양이가있어요커피 산미도 좋고..음악도 좋고...
솜사탕 아이스크림은 날 좋은날에(계절음식)
첫번째 비오는날이라 실패, 공항가기전 성공구름라떼예전에 창고로 쓰이다가 개조해서 카페를 운영하고 계시다고 들었는데

드라이브 하다가 잠깐 들러서 빙수나 커피 한잔 먹으면서 쉬면 딱 좋아요

실내 분위기도 좋아요!
사진관카페창고를 개조한 카페
좋아요!편한 의자, 맛있는 음료, 좋은 분위기... 참좋다♡사진카페구름빙수 >_<"
